target_action,priority,target_score,market_slug,question,outcome,category,signal_cohort,edge_lower_bound,liquidity,spread,rejection_reason,recommended_query,reason,next_command,rank
IGNORE_NEGATIVE_EDGE,5,4.93805,wta-fetecau-pier-2026-07-12-first-set-winner-Fetecau-vs-Pieri,Set 1 Winner: Fetecau vs Pieri,Pieri,tennis,tennis_tennis_winner,-0.20260365797601962,138.05,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17235
IGNORE_NEGATIVE_EDGE,5,4.93699,will-the-republican-party-hold-between-225-and-229-house-seats-after-the-2026-midterm-elections,Will the Republican Party hold between 225 and 229 House seats after the 2026 midterm elections?,No,geopolitics,geopolitics,-0.046258197329773085,106.99000000000001,0.017000000000000015,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17236
IGNORE_NEGATIVE_EDGE,5,4.93615,wta-krejcik-sakkari-2026-07-19-set-2-winner-Krejcikova-vs-Sakkari,Set 2 Winner: Krejcikova vs Sakkari,Krejcikova,tennis,tennis_tennis_winner,-0.1285225044322497,336.15,0.039999999999999925,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17237
IGNORE_NEGATIVE_EDGE,5,4.935,will-shohei-ohtani-hit-50-or-more-home-runs-during-the-2026-mlb-regular-season-20260702210914312,Will Shohei Ohtani hit 50 or more home runs during the 2026 MLB regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.06878964046702794,255.0,0.03200000000000003,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17238
IGNORE_NEGATIVE_EDGE,5,4.935,will-seth-lugo-lead-the-mlb-in-era-for-the-2026-regular-season,Will Seth Lugo lead the MLB in ERA for the 2026 regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.04639779732977297,105.0,0.017000000000000015,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17239
IGNORE_NEGATIVE_EDGE,5,4.93269,atp-jacquet-daniel-2026-07-19-first-set-total-10pt5,Jacquet vs. Daniel: Set 1 Games O/U 10.5,Under,tennis,tennis_tennis_set,-0.13003182172687303,132.69,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17240
IGNORE_NEGATIVE_EDGE,5,4.93269,atp-jacquet-daniel-2026-07-19-first-set-total-10pt5,Jacquet vs. Daniel: Set 1 Games O/U 10.5,Over,tennis,tennis_tennis_set,-0.01776293469387758,132.69,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17241
IGNORE_NEGATIVE_EDGE,5,4.93265,will-ewy-dip-to-160-by-july-20-2026,Will South Korea ETF (EWY) hit (LOW) $160 Week of July 20 2026?,Yes,unknown,unknown,-0.10296779767004184,232.65,0.030000000000000027,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17242
IGNORE_NEGATIVE_EDGE,5,4.93265,will-ewy-dip-to-160-by-july-20-2026,Will South Korea ETF (EWY) hit (LOW) $160 Week of July 20 2026?,No,unknown,unknown,-0.04580538827838829,232.65,0.03,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17243
IGNORE_NEGATIVE_EDGE,5,4.93234,will-meta-be-the-2-ai-lab-at-the-end-of-august-2026-20260720231255332,Will Meta be the #2 AI lab at the end of August 2026?,Yes,unknown,unknown,-0.03698191836427821,132.34,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17244
IGNORE_NEGATIVE_EDGE,5,4.93234,will-meta-be-the-2-ai-lab-at-the-end-of-august-2026-20260720231255332,Will Meta be the #2 AI lab at the end of August 2026?,No,unknown,unknown,-0.09427302993874104,132.34,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17245
IGNORE_NEGATIVE_EDGE,5,4.932,wta-okalova-oz-2026-07-12-first-set-winner-Okalova-vs-Oz,Set 1 Winner: Okalova vs Oz,Oz,tennis,tennis_tennis_winner,-0.12939232253037383,232.0,0.030000000000000027,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17246
IGNORE_NEGATIVE_EDGE,5,4.93166,lol-ts3-itz-2026-08-03-game1-odd-even-total-kills,Game 1: Odd/Even Total Kills?,Odd,esports_match,esports_match,-0.07749939929390999,131.66,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17247
IGNORE_NEGATIVE_EDGE,5,4.93166,lol-ts3-itz-2026-08-03-game1-odd-even-total-kills,Game 1: Odd/Even Total Kills?,Even,esports_match,esports_match,-0.07749939929390999,131.66,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17248
IGNORE_NEGATIVE_EDGE,5,4.93078,will-benot-saint-denis-fight-charles-oliveira-next-777-259,Will Benoît Saint Denis fight Charles Oliveira next?,No,mma_match,mma_match,-0.04818159732977309,120.78,0.019000000000000017,alpha lower-bound edge below configured minimum,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17249
IGNORE_NEGATIVE_EDGE,5,4.93,will-the-colorado-rockies-hit-the-most-home-runs-in-the-2026-mlb-regular-season-20260702205616627,Will the Colorado Rockies hit the most home runs in the 2026 MLB regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.05041446399643976,120.0,0.019000000000000017,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17250
IGNORE_NEGATIVE_EDGE,5,4.93,atp-martine-hanfman-2026-07-13-set-2-winner-Martinez-vs-Hanfmann,Set 2 Winner: Martinez vs Hanfmann,Hanfmann,tennis,tennis_tennis_winner,-0.05679080447263023,140.0,0.02100000000000002,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17251
IGNORE_NEGATIVE_EDGE,5,4.927,will-mu-dip-to-780-by-july-20-2026,"Will Micron Technology, Inc. (MU) hit (LOW) $780 Week of July 20 2026?",Yes,unknown,unknown,-0.07784628326075285,127.0,0.019999999999999962,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17252
IGNORE_NEGATIVE_EDGE,5,4.927,will-mu-dip-to-780-by-july-20-2026,"Will Micron Technology, Inc. (MU) hit (LOW) $780 Week of July 20 2026?",No,unknown,unknown,-0.0716215434463926,127.0,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17253
IGNORE_NEGATIVE_EDGE,5,4.926,atp-jodar-moutet-2026-08-06-set-handicap-away-1pt5,Set Handicap: Moutet (-1.5) vs Jodar (+1.5),Moutet,tennis,tennis_tennis_set,-0.05613973748473746,126.0,0.01999999999999999,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17254
IGNORE_NEGATIVE_EDGE,5,4.926,atp-jodar-moutet-2026-08-06-set-handicap-away-1pt5,Set Handicap: Moutet (-1.5) vs Jodar (+1.5),Jodar,tennis,tennis_tennis_set,-0.0852963360323887,126.0,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17255
IGNORE_NEGATIVE_EDGE,5,4.92503,atp-cina-halys-2026-07-14-match-total-23pt5,Cina vs. Halys: Match O/U 23.5,Over,tennis,tennis_tennis_total,-0.08142198979190979,125.03,0.019999999999999962,alpha lower-bound edge below configured minimum,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17256
IGNORE_NEGATIVE_EDGE,5,4.92396,will-michael-wacha-lead-the-mlb-in-era-for-the-2026-regular-season,Will Michael Wacha lead the MLB in ERA for the 2026 regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.04746834732977303,103.96000000000001,0.018000000000000016,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17257
IGNORE_NEGATIVE_EDGE,5,4.92386,will-ryder-helfrick-be-drafted-in-the-top-5-in-the-2026-mlb-draft-20260706190258861,Will Ryder Helfrick be drafted in the top 5 in the 2026 MLB Draft?,No,baseball_mlb_match,baseball_mlb_match,-0.05728834302560848,103.86,0.018000000000000016,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17258
IGNORE_NEGATIVE_EDGE,5,4.92199,will-ben-rice-record-a-hit-at-the-2026-mlb-all-star-game-20260714022249824,Will Ben Rice record a hit at the 2026 MLB All-Star Game?,Yes,baseball_mlb_match,baseball_mlb_match,-0.008020075875758639,221.99,0.02999999999999997,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17259
IGNORE_NEGATIVE_EDGE,5,4.92199,will-ben-rice-record-a-hit-at-the-2026-mlb-all-star-game-20260714022249824,Will Ben Rice record a hit at the 2026 MLB All-Star Game?,No,baseball_mlb_match,baseball_mlb_match,-0.12680353763234967,221.99,0.030000000000000027,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17260
IGNORE_NEGATIVE_EDGE,5,4.92153,atp-ofner-tirante-2026-07-13-match-total-23pt5,Ofner vs. Tirante: Match O/U 23.5,Under,tennis,tennis_tennis_total,-0.07404994344639243,121.53,0.019999999999999907,alpha lower-bound edge below configured minimum,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17261
IGNORE_NEGATIVE_EDGE,5,4.92153,atp-ofner-tirante-2026-07-13-match-total-23pt5,Ofner vs. Tirante: Match O/U 23.5,Over,tennis,tennis_tennis_total,-0.0819279525238427,121.53,0.020000000000000018,alpha lower-bound edge below configured minimum,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17262
IGNORE_NEGATIVE_EDGE,5,4.92119,will-ewy-reach-168-by-july-20-2026,Will South Korea ETF (EWY) hit (HIGH) $168 Week of July 20 2026?,Yes,unknown,unknown,-0.18872208330579804,321.19,0.039999999999999925,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17263
IGNORE_NEGATIVE_EDGE,5,4.9202,will-mu-reach-990-by-august-3-2026,"Will Micron Technology, Inc. (MU) hit (HIGH) $990 Week of August 3 2026?",Yes,unknown,unknown,-0.055165110408171986,120.2,0.020000000000000004,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17264
IGNORE_NEGATIVE_EDGE,5,4.9202,will-mu-reach-990-by-august-3-2026,"Will Micron Technology, Inc. (MU) hit (HIGH) $990 Week of August 3 2026?",No,unknown,unknown,-0.0836733360323887,120.2,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17265
IGNORE_NEGATIVE_EDGE,5,4.91994,will-nvda-reach-240-in-july-2026,Will NVIDIA (NVDA) hit (HIGH) $240 in July?,No,unknown,unknown,-0.06610058045472095,239.94,0.03200000000000003,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17266
IGNORE_NEGATIVE_EDGE,5,4.91992,dota2-liquid-xtreme-2026-07-14-game1-kill-over-50pt5,Total Kills Over/Under 50.5 in Game 1?,Under,worldcup,esports_match,-0.13156033067950845,219.92000000000002,0.030000000000000027,alpha lower-bound edge below configured minimum; cohort_quarantined,world cup,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17267
IGNORE_NEGATIVE_EDGE,5,4.91992,dota2-liquid-xtreme-2026-07-14-game1-kill-over-50pt5,Total Kills Over/Under 50.5 in Game 1?,Over,worldcup,esports_match,-0.0034326968760968555,219.92000000000002,0.02999999999999997,alpha lower-bound edge below configured minimum; cohort_quarantined,world cup,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17268
IGNORE_NEGATIVE_EDGE,5,4.9197,will-ketel-marte-record-a-hit-at-the-2026-mlb-all-star-game-20260714022249856,Will Ketel Marte record a hit at the 2026 MLB All-Star Game?,No,baseball_mlb_match,baseball_mlb_match,-0.04957021488863362,119.7,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17269
IGNORE_NEGATIVE_EDGE,5,4.9183,will-afd-win-34-37-seats-in-the-2026-sachsen-anhalt-parliamentary-elections-20260722230807019,Will AfD win 34-37 seats in the 2026 Sachsen-Anhalt parliamentary elections?,No,geopolitics,geopolitics,-0.04983199732977292,128.3,0.020999999999999908,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17270
IGNORE_NEGATIVE_EDGE,5,4.917,will-mu-dip-to-690-by-august-3-2026,"Will Micron Technology, Inc. (MU) hit (LOW) $690 Week of August 3 2026?",No,unknown,unknown,-0.059313997329772876,217.0,0.029999999999999916,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17271
IGNORE_NEGATIVE_EDGE,5,4.91648,will-dricus-du-plessis-be-the-ufc-middleweight-champion-on-december-31-2026,"Will Dricus Du Plessis be the UFC Middleweight Champion on December 31, 2026?",No,mma_match,mma_match,-0.055065197329773094,186.48000000000002,0.027000000000000024,alpha lower-bound edge below configured minimum,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17272
IGNORE_NEGATIVE_EDGE,5,4.91634,will-byron-buxton-hit-50-or-more-home-runs-during-the-2026-mlb-regular-season-20260702210914316,Will Byron Buxton hit 50 or more home runs during the 2026 MLB regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.04922074732977303,116.34,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17273
IGNORE_NEGATIVE_EDGE,5,4.915,solana-up-or-down-on-july-14-2026,Solana Up or Down on July 14?,Up,crypto,exploratory_historical_rule|crypto_sol_updown_daily|outcome=up,-0.047797053101825276,115.0,0.020000000000000018,alpha lower-bound edge below configured minimum; crypto_updown_model_not_scored_for_trading:row_budget_exhausted,solana updown,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17274
IGNORE_NEGATIVE_EDGE,5,4.915,solana-up-or-down-on-july-14-2026,Solana Up or Down on July 14?,Down,crypto,exploratory_historical_rule|crypto_sol_updown_daily|outcome=down,-0.12597160804844162,115.0,0.020000000000000018,alpha lower-bound edge below configured minimum; crypto_updown_model_not_scored_for_trading:row_budget_exhausted,solana updown,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17275
IGNORE_NEGATIVE_EDGE,5,4.9125,2026-mlb-win-totals-athletics,Will the Athletics win more than 78.5 games in the 2026 MLB Regular Season?,U 78.5,baseball_mlb_match,baseball_mlb_match,-0.05553910844088414,112.5,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17276
IGNORE_NEGATIVE_EDGE,5,4.91226,atp-tsitsip-buse-2026-07-13-match-total-22pt5,Tsitsipas vs. Buse: Match O/U 22.5,Under,tennis,tennis_tennis_total,-0.08289590032069946,112.26,0.019999999999999962,alpha lower-bound edge below configured minimum,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17277
IGNORE_NEGATIVE_EDGE,5,4.91226,atp-tsitsip-buse-2026-07-13-match-total-22pt5,Tsitsipas vs. Buse: Match O/U 22.5,Over,tennis,tennis_tennis_total,-0.0744003434463926,112.26,0.020000000000000018,alpha lower-bound edge below configured minimum,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17278
IGNORE_NEGATIVE_EDGE,5,4.912,will-mu-reach-1020-by-august-3-2026,"Will Micron Technology, Inc. (MU) hit (HIGH) $1,020 Week of August 3 2026?",Yes,unknown,unknown,-0.04393838827838826,212.0,0.03,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17279
IGNORE_NEGATIVE_EDGE,5,4.912,will-mu-reach-1020-by-august-3-2026,"Will Micron Technology, Inc. (MU) hit (HIGH) $1,020 Week of August 3 2026?",No,unknown,unknown,-0.09271137376823776,212.0,0.030000000000000027,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17280
IGNORE_NEGATIVE_EDGE,5,4.91158,will-moonshot-have-the-1-ai-model-at-the-end-of-july-2026,Will Moonshot have the #1 AI model at the end of July 2026?,No,ai_model_leader,ai_model_leader,-0.058876497410776885,131.57999999999998,0.02200000000000002,alpha lower-bound edge below configured minimum,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17281
IGNORE_NEGATIVE_EDGE,5,4.911,will-ben-rice-hit-50-or-more-home-runs-during-the-2026-mlb-regular-season-20260702210914313,Will Ben Rice hit 50 or more home runs during the 2026 MLB regular season?,No,baseball_mlb_match,baseball_mlb_match,-0.05171879732977298,101.0,0.019000000000000017,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17282
IGNORE_NEGATIVE_EDGE,5,4.91065,atp-choinsk-gaston-2026-07-12-first-set-winner-Choinski-vs-Gaston,Set 1 Winner: Choinski vs Gaston,Gaston,tennis,tennis_tennis_winner,-0.005089071399092275,110.65,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17283
IGNORE_NEGATIVE_EDGE,5,4.91065,atp-choinsk-gaston-2026-07-12-first-set-winner-Choinski-vs-Gaston,Set 1 Winner: Choinski vs Gaston,Choinski,tennis,tennis_tennis_winner,-0.11347483909781102,110.65,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,tennis,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17284
IGNORE_NEGATIVE_EDGE,5,4.91026,val-wol-ag1-2026-07-14-game1,Valorant: Wolves Esports vs All Gamers - Map 1 Winner,Wolves Esports,esports_match,esports_match,-0.028984155565994138,110.26,0.020000000000000018,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17285
IGNORE_NEGATIVE_EDGE,5,4.91026,val-wol-ag1-2026-07-14-game1,Valorant: Wolves Esports vs All Gamers - Map 1 Winner,All Gamers,esports_match,esports_match,-0.125106019592335,110.26,0.019999999999999907,alpha lower-bound edge below configured minimum; cohort_quarantined,top_active,No positive lower-bound edge after costs and haircuts.,polymarket-engine profit-sprint --config polymarket_predictive_config.example.yaml,17286
